Make,Model,Variant, Ex-Showroom_Price ,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Power,Torque,Basic_Warranty,Child_Safety_Locks,Extended_Warranty,Minimum_Turning_Radius,Voice_Recognition,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Parking_Assistance,USB_Compatibility,EBA_(Electronic_Brake_Assist),Navigation_System,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Cruise_Control
,Mercedes-Benz Cla-Class,200 Sport," Rs. 35,99,000 ",BS IV,Petrol,Sedan,11.04 km/litre,15.04 km/litre,15.04 km/litre,1510 kg,160 mm,McPherson Strut,Four-link,183PS@5500rpm,300Nm@1200-4000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),11 meter,,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
,Mercedes-Benz Cla-Class,200 Cdi Style," Rs. 31,72,000 ",BS IV,Diesel,Sedan,13.9 km/litre,17.9 km/litre,17.9 km/litre,1570 kg,160 mm,McPherson Strut,Four-link,136PS@4400RPM,300Nm@1600-3000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),11 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Mercedes-Benz Cla-Class,200 D Sport," Rs. 36,99,000 ",BS IV,Diesel,Sedan,13.9 km/litre,17.9 km/litre,17.9 km/litre,1570 kg,160 mm,McPherson Strut,Four-link,136PS@4400RPM,300Nm@1600-3000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),11 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Kodiaq,Style 2.0 Tdi 4X4 At," Rs. 32,99,599 ",BS IV,Diesel,SUV,15.1 km/litre,18.19 km/litre,18.19 km/litre,1565 kg,149 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",177PS@4000RPM,350Nm@1500-3500rpm,3 years / Unlimited Kms,Yes,2 years /100000 Kms (years/distance whichever comes first),11.1 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Kodiaq,Laurin And Klement," Rs. 36,78,599 ",BS IV,Diesel,SUV,15.1 km/litre,18.19 km/litre,18.19 km/litre,1565 kg,149 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",148bhp@4000RPM,340Nm@1500-3500rpm,3 years / Unlimited Kms,Yes,2 years /100000 Kms (years/distance whichever comes first),11.1 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Yes,Yes,9,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Kodiaq,Corporate Edition," Rs. 32,99,599 ",BS IV,Diesel,SUV,15.1 km/litre,18.19 km/litre,18.19 km/litre,1565 kg,149 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",177PS@4000RPM,350Nm@1500-3500rpm,3 years / Unlimited Kms,Yes,2 years /100000 Kms (years/distance whichever comes first),11.1 meter,,Yes,"Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,9,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dc,Avanti,Standard," Rs. 34,07,407 ",BS IV,Petrol,Coupe,8 km/litre,10 km/litre,10 km/litre,1580 kg,170 mm,Double wishbone,Double wishbone,250PS@5500RPM,340NM@2750-5000rpm,,,,6 meter,,Yes,,Yes,,,,,,,,,Yes,,,
Audi,Q3,30 Tdi Premium Fwd," Rs. 36,77,200 ",BS IV,Diesel,SUV,12 km/litre,,15.73 km/litre,1585 kg,170 mm,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Four-link rear suspension with separate spring/shock absorber arrangement, subframe, aluminum wheel",148hp@3500-4000rpm,340Nm@1750-2750rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),5.9 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q3,35 Tdi Quattro Premium Plus," Rs. 39,92,200 ",BS IV,Diesel,SUV,12 km/litre,,15.73 km/litre,1685 kg,170 mm,"McPherson struts with aluminum lower wishbones, steel pivot bearings, aluminum subframe, tubular ant","Four-link rear suspension with separate spring/shock absorber arrangement, subframe, aluminum wheel",177PS@4200rpm,380Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),5.9 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Yes,Yes
Audi,Q3,35 Tdi Quattro Technology," Rs. 43,61,000 ",BS IV,Diesel,SUV,12 km/litre,,15.73 km/litre,1585 kg,170 mm,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",177PS@4200rpm,380Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),5.9 meter,,Yes,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q3,30 Tfsi Premium," Rs. 34,96,750 ",BS IV,Petrol,SUV,12 km/litre,,16.9 km/litre,1585 kg,170 mm,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",150PS@4200rpm,250Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),5.9 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mini,Cooper 5 Door,Cooper D," Rs. 36,00,000 ",BS IV,Petrol,Hatchback,10.3 km/litre,,21.15 km/litre,1295 kg,,,,116PS@4000rpm,270Nm@1750-2250rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,16.5:1,,,,Yes,Yes,,,Yes
Mini,Convertible,Cooper S," Rs. 38,30,000 ",BS IV,Petrol,Convertible,,,14.59 km/litre,1370 kg,,single joint spring-strut front axle,multiple control-arm rear axle,192PS@5000-6000rpm,280NM@1250-4600rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,11:01,Rear sensors with camera,Yes,Yes,Yes,,,Yes,Yes
Volvo,Xc40,D4 Momentum," Rs. 39,90,000 ",BS IV,Diesel,SUV,,,,,211 mm,Independent suspension with gash shox,Torsion Beam gas shox,190bhp,400Nm,,Yes,,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,,7,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,Xc40,D4 Inscription," Rs. 43,90,000 ",BS IV,Diesel,SUV,,,,,211 mm,Independent suspension with gash shox,Torsion Beam gas shox,190bhp,400Nm,,Yes,,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,,7,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,Xc40,T4 R-Design," Rs. 39,90,000 ",BS 6,Petrol,SUV,,,,,211 mm,Independent suspension with gash shox,Torsion Beam gas shox,190PS@4000rpm,300Nm@1750rpm,,Yes,,5.7 meter,Yes,Yes,"Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mini,Clubman,Cooper S," Rs. 41,20,000 ",BS IV,Petrol,Hatchback,12.3 km/litre,13.8 km/litre,13.8 km/litre,1960 kg,146 mm,single joint spring-strut front axle,multiple control-arm rear axle,192PS@6200RPM,280NM@1250rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,A4,Premium Plus 35 Tfsi," Rs. 41,49,000 ",BS IV,Petrol,Sedan,,,,1450 kg,,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",150PS@5000-6000rpm,250Nm@1500-3500,,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,8,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,A4,Technology 35 Tfsi," Rs. 45,07,000 ",BS IV,Petrol,Sedan,,,,1450 kg,,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",150PS@5000-6000rpm,250Nm@1500-3500,,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,8,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Mini,John Cooper Works,Hatch," Rs. 43,50,000 ",BS 6,Petrol,"Sports, Hatchback",,,16.47 km/litre,1330 kg,,,,231hp@5200-6200rpm,320 Nm@1450-4800rpm,,Yes,,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,10.2:1,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,Xe,S Petrol," Rs. 44,98,000 ",BS 6,Petrol,Sedan,,,11 km/litre,1639 kg,125 mm,Double wishbone,Independent Integral Link,250PS@5500RPM,365Nm@1500-4000rpm,,Yes,,11.22 meter,Yes,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,6,10.5+/-0.5,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Jaguar,Xe,S Diesel," Rs. 44,98,000 ",BS 6,Diesel,Sedan,,,11 km/litre,1611 kg,125 mm,Double wishbone,Independent Integral Link,180PS@4000rpm,430NM@1750-2500rpm,,Yes,,11.22 meter,Yes,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,6,15.5+/-0.5,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,Xe,Se Diesel," Rs. 46,33,000 ",BS 6,Diesel,Sedan,,,11 km/litre,1611 kg,125 mm,Double wishbone,Independent Integral Link,180PS@4000rpm,430NM@1750-2500rpm,,Yes,,11.22 meter,Yes,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,15.5+/-0.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,Xe,Se Petrol," Rs. 46,33,000 ",BS 6,Petrol,Sedan,,,11 km/litre,1639 kg,125 mm,Double wishbone,Independent Integral Link,250PS@5500RPM,365Nm@1500-4000rpm,,Yes,,11.22 meter,Yes,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,10.5+/-0.5,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Jaguar,Xf,2.0 Prestige," Rs. 54,36,329 ",BS IV,Petrol,Sedan,5.7 km/litre,13.12 km/litre,13.12 km/litre,1730 kg,,Adaptive Dynamics system,Adaptive Dynamics system,247PS@5500rpm,340Nm@1750-2000RPM,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,,11.61 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,6,10:01,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Jaguar,Xf,2.0 Portfolio," Rs. 60,73,446 ",BS IV,Petrol,Sedan,5.7 km/litre,13.12 km/litre,13.12 km/litre,1871 kg,100 mm,Adaptive Dynamics system,Adaptive Dynamics system,247PS@5500rpm,340Nm@1750-2000RPM,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,,11.61 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,6,10:01,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Jaguar,Xf,2.0 Portfolio Diesel," Rs. 61,38,811 ",BS IV,Diesel,Sedan,5.7 km/litre,19.33 km/litre,19.33 km/litre,1871 kg,100 mm,Adaptive Dynamics system,Adaptive Dynamics system,180ps@5500rpm,430Nm@1750-2000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,,11.61 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,6,15.5:1,,Yes,Yes,Yes,,Yes,Yes,Yes
Jaguar,Xf,2.0 Prestige Diesel," Rs. 55,06,622 ",BS IV,Diesel,Sedan,5.7 km/litre,19.33 km/litre,19.33 km/litre,1729 kg,,Adaptive Dynamics system,Adaptive Dynamics system,180ps@5500rpm,430Nm@1750-2000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,,11.61 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,6,15.5:1,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Jaguar,Xf,2.0 Pure Diesel," Rs. 49,77,080 ",BS IV,Diesel,Sedan,5.7 km/litre,19.33 km/litre,19.33 km/litre,1687 kg,,Adaptive Dynamics system,Adaptive Dynamics system,180ps@5500rpm,430Nm@1750-2000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,,11.61 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,6,15.5:1,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Audi,A3 Cabriolet,40 Tfsi," Rs. 50,38,000 ",BS IV,Petrol,Convertible,19.2 km/litre,,19.2 km/litre,1430 kg,160 mm,McPherson Strut,Multi - link,148 bhp @ 5100 rpm,250 Nm @ 1250 RPM,,Yes,,,,Yes,"Driver frontal airbag, Driver head airbag, Front passenger frontal airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag",Yes,Yes,,7,,Rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Audi,A6,Premium Plus 45 Tfsi," Rs. 54,42,200 ",BS 6,Petrol,Sedan,,,14.11 km/litre,1780 kg,,Five-link front suspension; tubular anti-roll bar,Five-link front suspension; tubular anti-roll bar,245PS@5000-6500rpm,370Nm@1600-4500rpm,,Yes,,,Yes,Yes,"Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,8,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,A6,Technology 45 Tfsi," Rs. 59,42,200 ",BS 6,Petrol,Sedan,,,14.11 km/litre,1780 kg,,Five-link front suspension; tubular anti-roll bar,Five-link front suspension; tubular anti-roll bar,245PS@5000-6500rpm,370Nm@1600-4500rpm,,Yes,,,Yes,Yes,"Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,8,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X3,Xdrive 20D Luxury Line," Rs. 59,30,000 ",BS IV,Diesel,SUV,16 km/litre,18.56 km/litre,18.56 km/litre,1785 kg,212 mm,Dynamic Damper Control,Dynamic Damper Control,190PS@4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,,5.95 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,,Yes,Yes,Yes,Yes
Bmw,X3,Xdrive 30I Luxury Line," Rs. 58,80,000 ",BS IV,Petrol,SUV,16 km/litre,18.56 km/litre,18.56 km/litre,1785 kg,212 mm,Dynamic Damper Control,Dynamic Damper Control,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,2 years / Unlimited Kms,Yes,,5.95 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,,Yes,Yes,Yes,Yes
Bmw,X3,Xdrive20D Xline," Rs. 56,00,000 ",BS IV,Diesel,SUV,16 km/litre,18.56 km/litre,18.56 km/litre,1785 kg,212 mm,Dynamic Damper Control,Dynamic Damper Control,190PS@4000rpm,400Nm@1750-2500rpm,2 years / Unlimited Kms,Yes,,5.95 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,,Yes,Yes,Yes,Yes
Land Rover,Discovery Sport,S," Rs. 57,06,000 ",BS 6,Diesel,SUV,,,,2087 kg,167 mm,McPherson Strut,Integral link,179PS@4000rpm,430NM@1750rpm,3 Years / 100000 km (whichever comes first),Yes,,11.6 meter,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover,Discovery Sport,R-Dynamic Se," Rs. 60,89,000 ",BS 6,Diesel,SUV,,,,2087 kg,167 mm,McPherson Strut,Integral link,179PS@4000rpm,430NM@1750rpm,3 Years / 100000 km (whichever comes first),Yes,,11.6 meter,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,S90,D4 Inscription," Rs. 58,90,000 ",BS IV,Diesel,Sedan,"11,44 km/litre",,,,152 mm,Double wishbone suspension,Integral Axle with Transverse Composite Leaf Spring,190PS@4250rpm,400NM@1750rpm,,Yes,,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,S5,Sportback," Rs. 72,43,000 ",BS IV,Petrol,Sedan,,,13.57 km/litre,1790 kg,,S sport suspension,S sport suspension,333PS@5400-6400RPM,500Nm@1370-4500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),5.8 meter,,Yes,"Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,10,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X5,Xdrive30D Sport," Rs. 73,30,000 ",BS IV,Diesel,SUV,,,13.38 km/litre,,,Sports suspension settings,Self-levelling with pneumatic rear suspension,265HP@4000rpm,620Nm@1500-2500rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver head airbag, Front passenger head airbag, Rear passenger head airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X5,Xdrive30D Xline," Rs. 82,90,000 ",BS IV,Diesel,SUV,,,13.38 km/litre,,,Sports suspension settings,Self-levelling with pneumatic rear suspension,265HP@4000rpm,620Nm@1500-2500rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver head airbag, Front passenger head airbag, Rear passenger head airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,8,,"Front sensors, Rear sensors",Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X5,Xdrive40I M Sport," Rs. 82,90,000 ",BS IV,Petrol,SUV,,,11.24 km/litre,,,Sports suspension settings,Self-levelling with pneumatic rear suspension,340HP@4000rpm,450Nm@1500-5200rpm,2 years / Unlimited Kms,Yes,,,,Yes,"Driver head airbag, Front passenger head airbag, Rear passenger head airbags, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag",Yes,Yes,Yes,8,,"Front sensors, Rear sensors",Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,Mustang,Fastback V8," Rs. 74,62,000 ",BS IV,Petrol,"Sedan, Coupe",10 km/litre,13 km/litre,13 km/litre,,137 mm,Double Ball Joint MacPherson Strut with Stabilizer Bar,Integral Link Independent with Coil Springs & Stabilizer Bar,401PS@6550RPM,515Nm@4250-4300RPM,"2 Years / 100,000 Kms (whichever comes first)",Yes,3 Years /100000 Kms (Whichever comes earlier),,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Driver knee airbag, Drive side airbag, Driver curtain airbag",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Jeep,Grand Cherokee,Limited," Rs. 78,82,867 ",BS IV,Diesel,SUV,12.8 km/litre,,12.8 km/litre,2432 kg,206 mm,Steel Suspension,Steel Suspension,240PS@3600rpm,570Nm@2000rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jeep,Grand Cherokee,Summit," Rs. 89,31,819 ",BS IV,Diesel,SUV,12.8 km/litre,,12.8 km/litre,2455 kg,,Steel Suspension,Steel Suspension,240PS@3600rpm,570Nm@2000rpm,2 Years Unlimited Kilometres,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jeep,Grand Cherokee,Srt," Rs. 1,14,00,000 ",BS IV,Petrol,SUV,12.8 km/litre,,12.8 km/litre,2458 kg,210 mm,Independent front suspensions with coil-over springs,Independent rear suspensions with coil-over springs,468 bhp @ 6250 rpm,624 Nm @ 4100 rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jeep,Grand Cherokee,Summit Petrol," Rs. 75,15,000 ",BS IV,Petrol,SUV,,,8.61 km/litre,2455 kg,,Steel Suspension,Steel Suspension,286PS@6350rpm,347Nm@4300rpm,2 Years Unlimited Kilometres,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
